data_acidente;dispositivo_de_controle_de_trafego;condicao_climatica;condicao_de_iluminacao;primeiro_tipo_de_acidente;tipo_de_pista_de_trafego;alinhamento;superficie_da_estrada;defeito_da_estrada;tipo_de_acidente;relacionado_a_intersecao_i;dano;causa_contributiva_primaria;num_unidades;ferimento_mais_severo;ferimentos_total;ferimentos_fatais;ferimentos_incapacitantes;ferimentos_nao_incapacitantes;ferimentos_reportado_nao_evidente;ferimentos_sem_indicacao;hora_acidente;dia_semana_acidente;mes_acidente
09/29/2019 10:23:00 PM;SEM CONTROLES;NUBLADO/CLARO;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA FRENTE;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;MANOBRA DE RÉ INADEQUADA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;22;1;9
08/31/2019 10:06:00 PM;SINAL DE PARE/LUMINOSO;CHUVA;ESCURO, ESTRADA ILUMINADA;CICLISTA;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;22;7;8
11/02/2018 03:25:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;15;6;11
08/26/2019 05:15:00 PM;SINAL DE TRÂNSITO;NUBLADO/CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;2;8
06/05/2021 11:00:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;23;7;6
07/14/2021 04:20:00 AM;SEM CONTROLES;CLARO;AMANHECER;NÃO COLISÃO COM OUTRO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;4;4;7
10/03/2020 11:18:00 PM;SINAL DE TRÂNSITO;CHUVA;ESCURO, ESTRADA ILUMINADA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;23;7;10
05/31/2023 12:22:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;12;4;5
09/22/2019 11:30:00 PM;DESCONHECIDO;DESCONHECIDO;AMANHECER; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;N;ACIMA DE $1,500;GIRO INCORRETO/SEM SINAL ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;23;1;9
06/30/2016 10:38:00 AM;DESCONHECIDO;CLARO;LUZ DO DIA;PEDESTRE;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;10;5;6
08/09/2019 09:00:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;9;6;8
11/24/2019 08:40:00 AM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;8;1;11
01/01/2022 05:00:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;17;7;1
07/31/2021 04:49:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;5.0;16;7;7
12/24/2022 11:18:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;11;7;12
02/11/2022 06:50:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;6;6;2
03/01/2019 10:00:00 PM;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;22;6;3
06/18/2023 03:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;1.0;15;1;6
05/12/2022 11:30:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;PEDESTRE;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;11;5;5
05/26/2022 11:45:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;11;5;5
10/10/2019 06:00:00 PM;SINAL DE TRÂNSITO;CLARO;CREPÚSCULO; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;GIRO INCORRETO/SEM SINAL ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;18;5;10
07/19/2018 08:54:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;8;5;7
06/13/2018 12:25:00 AM;DIREÇÃO DE PREFERÊNCIA;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;8.0;0;4;6
08/23/2018 01:30:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;2.0;0.0;0.0;2.0;0.0;1.0;13;5;8
06/13/2023 02:13:00 PM;SINAL DE TRÂNSITO;CHUVA;DESCONHECIDO;CICLISTA;INTERSEÇÃO DESCONHECIDA TSPE;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;14;3;6
04/02/2021 12:30:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;ROTA DE TRÁFEGO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;5.0;12;6;4
07/06/2021 10:35:00 PM;SEM CONTROLES;CLARO;ESCURO;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;22;3;7
05/30/2017 04:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;16;3;5
06/26/2023 03:20:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;OPERAR O VEÍCULO DE FORMA ERRÁTICA, IMPRUDENTE, DESCUIDADA, NEGLIGENTE OU AGRESSIVA;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;15;2;6
04/12/2019 10:04:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;10;6;4
05/08/2022 10:50:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;N;$501 - $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;22;1;5
06/08/2019 02:30:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;3;LESÃO NÃO-INCAPACITANTE  ;2.0;0.0;0.0;2.0;0.0;2.0;14;7;6
10/21/2015 02:09:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;14;4;10
09/20/2018 05:00:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;5;9
07/07/2019 06:22:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;FAIXA DE CONVERSÃO CENTRAL;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;0.0;18;1;7
06/10/2019 01:15:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;13;2;6
07/26/2018 01:00:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;N;ACIMA DE $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;13;5;7
03/19/2023 09:44:00 PM;SEM CONTROLES;CLARO;ESCURO, ESTRADA ILUMINADA;OBJETO FIXO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;21;1;3
04/11/2018 11:35:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;11;4;4
03/29/2021 02:26:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;2.0;14;2;3
06/22/2018 05:02:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;VISÃO OBSTRUÍDA (SINAIS, GALHOS DE ÁRVORES, PRÉDIOS, ETC.);2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;6;6
02/03/2019 07:50:00 AM;SINAL DE TRÂNSITO;NUBLADO/CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;2.0;0.0;0.0;2.0;0.0;0.0;7;1;2
12/28/2020 04:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;16;2;12
01/21/2020 06:20:00 PM;SINAL DE PARE/LUMINOSO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;NÃO APLICÁVEL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;5.0;18;3;1
06/28/2018 02:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;NÃO APLICÁVEL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;14;5;6
01/09/2019 07:20:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;GIRO INCORRETO/SEM SINAL ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;4;1
11/13/2022 11:45:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;23;1;11
11/21/2019 07:40:00 AM;SINAL DE TRÂNSITO;CHUVA;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;7;5;11
07/09/2022 11:37:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;PEDESTRE;INTERSEÇÃO EM L;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;23;7;7
07/13/2020 01:15:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;2.0;13;2;7
11/11/2018 02:40:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;OUTRO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;2;1;11
10/20/2022 07:31:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;19;5;10
03/26/2016 02:45:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;USO INADEQUADO DA FAIXA;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;14;7;3
07/10/2019 10:49:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;10;4;7
05/14/2018 11:24:00 AM;SINAL DE TRÂNSITO;NUBLADO/CLARO;LUZ DO DIA;ÂNGULO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;11;2;5
07/27/2022 04:58:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;4.0;0.0;0.0;4.0;0.0;1.0;16;4;7
01/26/2022 07:55:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;4;1
08/07/2018 07:30:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;GIRO INCORRETO/SEM SINAL ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;3;8
05/15/2018 07:53:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;RELATADO, NÃO EVIDENTE ;5.0;0.0;0.0;0.0;5.0;0.0;7;3;5
03/31/2023 04:29:00 PM;SINAL DE PARE/LUMINOSO;NUBLADO/CLARO;LUZ DO DIA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$500 OU MENOS;VISÃO OBSTRUÍDA (SINAIS, GALHOS DE ÁRVORES, PRÉDIOS, ETC.);2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;16;6;3
